fir_number,timestamp,ps_name,area,lat,lng,incident_type,severity,weapon_involved,reported_to_police,source,hour,day_of_week
SUR/1035/2025,2025-08-30 10:09:58,Surjani,Surjani Town,24.982863,67.052303,motorcycle_theft,HIGH,none,yes,karachi_police_fir,10,Saturday
BAL/1006/2025,2025-08-31 19:45:51,Baldia,Baldia Town,24.896104,66.988021,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,19,Sunday
ORA/1022/2025,2025-08-31 22:45:34,Orangi 5,Orangi Town,24.951371,67.006358,vehicle_hijacking,CRITICAL,firearm,yes,karachi_police_fir,22,Sunday
ORA/1018/2025,2025-09-01 16:35:27,Orangi 5,Orangi Town,24.944328,66.995897,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Monday
GUL/1037/2025,2025-09-01 21:39:52,Gulshan Iqbal,Gulshan-e-Iqbal,24.923267,67.102728,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Monday
DHA/1001/2025,2025-09-02 15:20:09,DHA Phase 4,DHA Phase 4,24.790008,67.063228,mobile_snatching,HIGH,knife,yes,karachi_police_fir,15,Tuesday
KAL/1024/2025,2025-09-05 03:46:53,Kalakot,Lyari,24.858775,67.001207,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Friday
NOR/1017/2025,2025-09-05 23:02:27,North Nazimabad,North Nazimabad,24.944845,67.061882,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Friday
NOR/1014/2025,2025-09-07 20:42:38,North Nazimabad,North Nazimabad,24.945874,67.064334,mobile_snatching,HIGH,knife,yes,karachi_police_fir,20,Sunday
PAK/1029/2025,2025-09-08 20:00:28,Pak Colony,Pak Colony,24.906861,66.997611,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,20,Monday
TEE/1021/2025,2025-09-11 00:29:26,Teen Talwar,Teen Talwar,24.809224,67.023354,mobile_snatching,HIGH,knife,yes,karachi_police_fir,0,Thursday
PIR/1020/2025,2025-09-11 19:04:22,Pirabad,Orangi Town,24.927002,66.993149,mobile_snatching,HIGH,none,yes,karachi_police_fir,19,Thursday
LAN/1010/2025,2025-09-11 19:48:27,Landhi,Landhi,24.856235,67.173273,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Thursday
KEM/1012/2025,2025-09-11 22:47:23,Kemari,Kemari,24.839627,66.968158,motorcycle_theft,HIGH,none,yes,karachi_police_fir,22,Thursday
PIR/1027/2025,2025-09-12 11:23:51,Pirabad,Orangi Town,24.924575,66.995835,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,11,Friday
BAL/1002/2025,2025-09-15 17:30:57,Baldia,Baldia Town,24.895004,66.994569,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Monday
DHA/1004/2025,2025-09-15 21:17:11,DHA Phase 6,DHA Phase 6,24.770783,67.070098,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,21,Monday
KOR/1006/2025,2025-09-16 02:39:13,Korangi,Korangi,24.832626,67.121981,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,2,Tuesday
SOH/1010/2025,2025-09-21 01:47:09,Sohrab Goth,Sohrab Goth,24.955837,67.053515,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,1,Sunday
LAN/1021/2025,2025-09-21 15:47:12,Landhi,Landhi,24.865159,67.165203,car_theft,MEDIUM,none,yes,karachi_police_fir,15,Sunday
LIA/1003/2025,2025-09-23 20:50:55,Liaquatabad,Liaquatabad,24.899783,67.046321,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,20,Tuesday
SUR/1023/2025,2025-09-26 18:38:23,Surjani,Surjani Town,25.001804,67.052135,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Friday
GUL/1033/2025,2025-09-27 03:01:13,Gulshan Iqbal,Gulshan-e-Iqbal,24.922835,67.097343,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Saturday
PAK/1015/2025,2025-09-29 15:24:49,Pak Colony,Pak Colony,24.908297,66.991208,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,15,Monday
KOR/1029/2025,2025-09-29 15:49:36,Korangi,Korangi,24.836073,67.108705,motorcycle_theft,HIGH,none,yes,karachi_police_fir,15,Monday
PAK/1023/2025,2025-10-01 01:49:24,Pak Colony,Pak Colony,24.915665,67.001023,assault,MEDIUM,blunt_object,yes,karachi_police_fir,1,Wednesday
MOM/1027/2025,2025-10-01 19:22:45,Mominabad,Orangi Town,24.945904,66.99893,mobile_snatching,HIGH,none,yes,karachi_police_fir,19,Wednesday
KOR/1010/2025,2025-10-02 01:03:30,Korangi Creek,DHA Phase 8,24.806397,67.104927,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Thursday
PAK/1007/2025,2025-10-04 02:15:30,Pak Colony,Pak Colony,24.907722,66.99285,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Saturday
GAR/1005/2025,2025-10-07 01:27:01,Garden,Saddar,24.864247,67.018836,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Tuesday
TEE/1005/2025,2025-10-07 13:36:33,Teen Talwar,Teen Talwar,24.814812,67.026732,car_theft,MEDIUM,blunt_object,yes,karachi_police_fir,13,Tuesday
PIR/1048/2025,2025-10-08 16:06:24,Pirabad,Orangi Town,24.934303,66.985894,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,16,Wednesday
NOR/1016/2025,2025-10-08 17:27:30,North Nazimabad,North Nazimabad,24.956528,67.065944,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,17,Wednesday
KEM/1023/2025,2025-10-10 00:08:36,Kemari,Kemari,24.84231,66.965381,house_burglary,MEDIUM,knife,yes,karachi_police_fir,0,Friday
LAN/1005/2025,2025-10-11 16:10:30,Landhi,Landhi,24.852191,67.17297,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Saturday
PIR/1041/2025,2025-10-13 03:44:19,Pirabad,Orangi Town,24.935351,66.994641,kidnapping,CRITICAL,firearm,yes,karachi_police_fir,3,Monday
MOM/1007/2025,2025-10-13 21:23:32,Mominabad,Orangi Town,24.933795,66.984647,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Monday
ORA/1010/2025,2025-10-16 15:46:01,Orangi 5,Orangi Town,24.947697,67.003757,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,15,Thursday
ORA/1005/2025,2025-10-16 18:39:17,Orangi 5,Orangi Town,24.947547,66.992652,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Thursday
SOH/1044/2025,2025-10-17 08:12:19,Sohrab Goth,Sohrab Goth,24.950279,67.049774,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,8,Friday
PIR/1004/2025,2025-10-17 22:30:11,Pirabad,Orangi Town,24.934727,66.98377,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,22,Friday
BAL/1010/2025,2025-10-20 12:09:49,Baldia,Baldia Town,24.90796,66.991638,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Monday
NEW/1008/2025,2025-10-20 13:14:08,New Karachi,New Karachi,24.976227,67.06391,mobile_snatching,HIGH,none,yes,karachi_police_fir,13,Monday
GIZ/1007/2025,2025-10-22 05:07:49,Gizri,DHA Phase 2,24.80298,67.054041,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,5,Wednesday
NEW/1011/2025,2025-10-23 01:47:12,New Karachi,New Karachi,24.966594,67.070974,robbery,HIGH,knife,yes,karachi_police_fir,1,Thursday
BAG/1011/2025,2025-10-24 16:52:15,Baghdadi,Lyari,24.855802,66.984736,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Friday
KOR/1027/2025,2025-10-24 17:01:35,Korangi,Korangi,24.838993,67.116974,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Friday
NAP/1018/2025,2025-10-25 00:20:08,Napier,Saddar,24.862417,67.005648,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Saturday
BAH/1002/2025,2025-10-25 22:52:21,Bahria Town,Bahria Town,24.859782,67.26378,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,22,Saturday
LAN/1027/2025,2025-10-26 03:41:38,Landhi,Landhi,24.866207,67.16768,vehicle_hijacking,HIGH,knife,yes,karachi_police_fir,3,Sunday
KAL/1033/2025,2025-10-26 20:11:49,Kalakot,Lyari,24.847183,66.9941,robbery,CRITICAL,firearm,yes,karachi_police_fir,20,Sunday
GUL/1050/2025,2025-10-27 02:14:30,Gulshan Iqbal,Gulshan-e-Iqbal,24.928307,67.108058,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,2,Monday
KAL/1017/2025,2025-10-27 11:48:46,Kalakot,Lyari,24.858019,66.993309,motorcycle_theft,HIGH,none,yes,karachi_police_fir,11,Monday
NOR/1034/2025,2025-10-27 16:04:45,North Nazimabad,North Nazimabad,24.954895,67.055088,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Monday
SOH/1014/2025,2025-10-28 20:56:05,Sohrab Goth,Sohrab Goth,24.961092,67.049934,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Tuesday
KEM/1029/2025,2025-10-30 09:23:00,Kemari,Kemari,24.840035,66.96572,vehicle_hijacking,HIGH,knife,yes,karachi_police_fir,9,Thursday
KAL/1038/2025,2025-10-30 15:37:52,Kalakot,Lyari,24.855402,66.994221,motorcycle_theft,HIGH,none,yes,karachi_police_fir,15,Thursday
ORA/1030/2025,2025-10-31 00:59:13,Orangi 5,Orangi Town,24.943853,67.00402,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,0,Friday
BAL/1001/2025,2025-11-10 00:37:27,Baldia,Baldia Town,24.914168,66.978023,mobile_snatching,HIGH,knife,yes,karachi_police_fir,0,Monday
CLI/1015/2025,2025-11-10 19:56:34,Clifton,Clifton,24.808263,67.037292,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,19,Monday
GUL/1003/2025,2025-11-13 01:07:38,Gulberg,Gulberg,24.908568,67.088051,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Thursday
NOR/1026/2025,2025-11-14 21:49:50,North Nazimabad,North Nazimabad,24.949711,67.058058,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,21,Friday
CLI/1021/2025,2025-11-15 00:20:32,Clifton,Clifton,24.808582,67.028008,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Saturday
ARA/1016/2025,2025-11-15 12:53:54,Arambagh,Saddar,24.853778,67.014246,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Saturday
NAP/1012/2025,2025-11-15 18:36:27,Napier,Saddar,24.866835,67.005235,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Saturday
ARA/1022/2025,2025-11-15 22:01:56,Arambagh,Saddar,24.855174,67.006667,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,22,Saturday
GUL/1045/2025,2025-11-17 02:16:30,Gulshan Iqbal,Gulshan-e-Iqbal,24.927941,67.098982,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,2,Monday
ORA/1039/2025,2025-11-20 21:27:48,Orangi 5,Orangi Town,24.942482,66.996663,mobile_snatching,CRITICAL,knife,yes,karachi_police_fir,21,Thursday
DHA/1005/2025,2025-11-23 23:33:52,DHA Phase 6,DHA Phase 6,24.782093,67.078125,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Sunday
GUL/1029/2025,2025-11-24 02:34:29,Gulshan Iqbal,Gulshan-e-Iqbal,24.922784,67.105887,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,2,Monday
KOR/1010/2025,2025-11-24 23:50:12,Korangi,Korangi,24.835141,67.122448,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Monday
PAK/1021/2025,2025-11-26 12:41:26,Pak Colony,Pak Colony,24.911168,66.988932,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Wednesday
MAL/1004/2025,2025-11-27 18:25:36,Malir,Malir,24.893899,67.189709,mobile_snatching,HIGH,none,yes,karachi_police_fir,18,Thursday
MAL/1019/2025,2025-11-28 00:42:40,Malir,Malir,24.905997,67.189844,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Friday
MOM/1002/2025,2025-11-28 00:53:08,Mominabad,Orangi Town,24.940344,67.002351,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Friday
SOH/1039/2025,2025-11-28 17:03:38,Sohrab Goth,Sohrab Goth,24.961493,67.052871,mobile_snatching,HIGH,knife,yes,karachi_police_fir,17,Friday
ARA/1012/2025,2025-12-01 00:21:20,Arambagh,Saddar,24.859346,67.006447,mobile_snatching,HIGH,none,yes,karachi_police_fir,0,Monday
SUR/1024/2025,2025-12-01 07:19:32,Surjani,Surjani Town,24.991322,67.036176,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,7,Monday
NAP/1010/2025,2025-12-01 19:25:47,Napier,Saddar,24.868115,67.007929,mobile_snatching,HIGH,none,yes,karachi_police_fir,19,Monday
TEE/1029/2025,2025-12-02 02:01:10,Teen Talwar,Teen Talwar,24.813954,67.024613,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Tuesday
MAL/1008/2025,2025-12-03 01:26:59,Malir,Malir,24.912241,67.197986,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Wednesday
MAL/1025/2025,2025-12-03 08:44:19,Malir,Malir,24.905038,67.19044,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,8,Wednesday
NEW/1033/2025,2025-12-04 06:16:57,New Karachi,New Karachi,24.966992,67.064678,robbery,HIGH,blunt_object,yes,karachi_police_fir,6,Thursday
KHA/1014/2025,2025-12-05 21:35:22,Kharadar,Saddar,24.849365,67.00801,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Friday
KHA/1030/2025,2025-12-06 10:25:34,Kharadar,Saddar,24.857051,67.000155,motorcycle_theft,HIGH,none,yes,karachi_police_fir,10,Saturday
KOR/1031/2025,2025-12-07 16:13:21,Korangi,Korangi,24.82707,67.117997,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Sunday
KAL/1001/2025,2025-12-10 13:34:23,Kalakot,Lyari,24.8482,67.001032,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,13,Wednesday
BAG/1023/2025,2025-12-12 16:50:42,Baghdadi,Lyari,24.86285,67.001743,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Friday
NOR/1009/2025,2025-12-16 03:14:28,North Nazimabad,North Nazimabad,24.955639,67.060518,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Tuesday
SOH/1018/2025,2025-12-16 21:36:21,Sohrab Goth,Sohrab Goth,24.953091,67.053078,vehicle_hijacking,CRITICAL,firearm,yes,karachi_police_fir,21,Tuesday
LAN/1018/2025,2025-12-16 21:45:43,Landhi,Landhi,24.852361,67.177747,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,21,Tuesday
GUL/1036/2025,2025-12-18 15:39:33,Gulshan Iqbal,Gulshan-e-Iqbal,24.941067,67.108202,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,15,Thursday
PIR/1044/2025,2025-12-20 20:43:59,Pirabad,Orangi Town,24.927231,66.979438,motorcycle_theft,CRITICAL,knife,yes,karachi_police_fir,20,Saturday
NOR/1006/2025,2025-12-23 03:43:32,North Nazimabad,North Nazimabad,24.945961,67.05163,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Tuesday
ORA/1029/2025,2025-12-23 07:35:29,Orangi 5,Orangi Town,24.94571,67.005144,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,7,Tuesday
NAP/1017/2025,2025-12-23 15:13:31,Napier,Saddar,24.860105,67.007665,mobile_snatching,HIGH,none,yes,karachi_police_fir,15,Tuesday
ORA/1019/2025,2025-12-26 23:03:31,Orangi 5,Orangi Town,24.939781,66.994606,vehicle_hijacking,CRITICAL,knife,yes,karachi_police_fir,23,Friday
LAN/1029/2025,2025-12-27 21:57:56,Landhi,Landhi,24.860021,67.177613,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Saturday
BAH/1004/2025,2025-12-29 17:14:05,Bahria Town,Bahria Town,24.852944,67.265347,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Monday
PIR/1031/2026,2026-01-02 13:05:09,Pirabad,Orangi Town,24.930419,66.982955,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Friday
CLI/1009/2026,2026-01-02 21:53:28,Clifton,Clifton,24.816004,67.026513,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Friday
MAL/1020/2026,2026-01-04 02:52:41,Malir,Malir,24.898986,67.190368,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,2,Sunday
KOR/1005/2026,2026-01-06 01:33:21,Korangi Creek,DHA Phase 8,24.80691,67.10817,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Tuesday
BAG/1008/2026,2026-01-06 18:28:32,Baghdadi,Lyari,24.855207,66.989424,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Tuesday
SUR/1029/2026,2026-01-06 18:43:31,Surjani,Surjani Town,24.986155,67.030087,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Tuesday
GIZ/1003/2026,2026-01-10 05:25:46,Gizri,DHA Phase 2,24.808681,67.043313,mobile_snatching,HIGH,knife,yes,karachi_police_fir,5,Saturday
ARA/1002/2026,2026-01-14 20:25:42,Arambagh,Saddar,24.860241,67.005217,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,20,Wednesday
TEE/1015/2026,2026-01-15 21:06:37,Teen Talwar,Teen Talwar,24.806413,67.031544,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Thursday
ORA/1043/2026,2026-01-16 00:57:26,Orangi 5,Orangi Town,24.945001,67.002703,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,0,Friday
ORA/1032/2026,2026-01-16 22:53:22,Orangi 5,Orangi Town,24.946457,66.993354,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,22,Friday
PIR/1037/2026,2026-01-18 19:53:44,Pirabad,Orangi Town,24.922589,66.98864,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Sunday
SUR/1032/2026,2026-01-20 00:37:42,Surjani,Surjani Town,24.9988,67.051539,robbery,HIGH,firearm,yes,karachi_police_fir,0,Tuesday
PIR/1024/2026,2026-01-21 09:13:14,Pirabad,Orangi Town,24.937127,66.979684,motorcycle_theft,HIGH,none,yes,karachi_police_fir,9,Wednesday
KAL/1010/2026,2026-01-22 01:06:45,Kalakot,Lyari,24.853461,66.995775,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Thursday
TEE/1027/2026,2026-01-22 22:32:27,Teen Talwar,Teen Talwar,24.810371,67.032178,vehicle_hijacking,CRITICAL,knife,yes,karachi_police_fir,22,Thursday
MOM/1026/2026,2026-01-22 23:54:20,Mominabad,Orangi Town,24.928853,67.003022,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,23,Thursday
PIR/1003/2026,2026-01-24 10:22:41,Pirabad,Orangi Town,24.933459,66.995088,mobile_snatching,HIGH,knife,yes,karachi_police_fir,10,Saturday
MAL/1023/2026,2026-01-24 16:23:37,Malir,Malir,24.907209,67.179724,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,16,Saturday
SUR/1012/2026,2026-01-26 21:11:57,Surjani,Surjani Town,24.995504,67.030819,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,21,Monday
TEE/1010/2026,2026-01-27 08:09:24,Teen Talwar,Teen Talwar,24.808701,67.023701,motorcycle_theft,HIGH,none,yes,karachi_police_fir,8,Tuesday
BAG/1029/2026,2026-01-28 23:01:14,Baghdadi,Lyari,24.854467,66.999207,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,23,Wednesday
GUL/1020/2026,2026-01-30 12:34:54,Gulshan Iqbal,Gulshan-e-Iqbal,24.932918,67.109021,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Friday
PIR/1032/2026,2026-01-30 20:07:21,Pirabad,Orangi Town,24.935302,66.98919,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Friday
PAK/1008/2026,2026-02-01 16:31:26,Pak Colony,Pak Colony,24.909338,67.001939,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Sunday
MOM/1033/2026,2026-02-01 20:56:08,Mominabad,Orangi Town,24.943644,66.988538,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,20,Sunday
KAL/1045/2026,2026-02-02 18:11:23,Kalakot,Lyari,24.853521,67.001318,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,18,Monday
PAK/1010/2026,2026-02-03 00:33:40,Pak Colony,Pak Colony,24.907545,66.99616,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Tuesday
MOM/1037/2026,2026-02-03 10:18:37,Mominabad,Orangi Town,24.94492,66.984017,mobile_snatching,HIGH,none,yes,karachi_police_fir,10,Tuesday
LIA/1010/2026,2026-02-05 15:11:52,Liaquatabad,Liaquatabad,24.903321,67.036423,mobile_snatching,HIGH,knife,yes,karachi_police_fir,15,Thursday
GIZ/1008/2026,2026-02-06 23:08:06,Gizri,DHA Phase 2,24.807464,67.054113,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Friday
GUL/1025/2026,2026-02-07 01:09:03,Gulberg,Gulberg,24.921588,67.08929,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,1,Saturday
PAK/1022/2026,2026-02-11 00:34:45,Pak Colony,Pak Colony,24.902602,66.996314,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Wednesday
NAP/1008/2026,2026-02-12 14:41:45,Napier,Saddar,24.86457,67.012606,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,14,Thursday
BAG/1004/2026,2026-02-20 16:11:11,Baghdadi,Lyari,24.848192,66.98481,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Friday
NAP/1031/2026,2026-02-22 21:24:43,Napier,Saddar,24.864145,67.008871,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Sunday
NEW/1006/2026,2026-02-22 22:28:26,New Karachi,New Karachi,24.975054,67.067924,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,22,Sunday
ARA/1011/2026,2026-02-26 02:54:34,Arambagh,Saddar,24.859298,67.00613,robbery,HIGH,blunt_object,yes,karachi_police_fir,2,Thursday
PIR/1045/2026,2026-03-03 00:11:56,Pirabad,Orangi Town,24.936501,66.991943,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,0,Tuesday
KOR/1007/2026,2026-03-03 06:21:52,Korangi Creek,DHA Phase 8,24.796903,67.115706,motorcycle_theft,HIGH,none,yes,karachi_police_fir,6,Tuesday
PIR/1036/2026,2026-03-05 07:02:20,Pirabad,Orangi Town,24.924065,66.989462,mugging,MEDIUM,knife,yes,karachi_police_fir,7,Thursday
MOM/1004/2026,2026-03-06 21:43:18,Mominabad,Orangi Town,24.939517,66.99438,robbery,CRITICAL,blunt_object,yes,karachi_police_fir,21,Friday
GUL/1013/2026,2026-03-06 22:00:14,Gulshan Iqbal,Gulshan-e-Iqbal,24.930082,67.101031,mugging,MEDIUM,knife,yes,karachi_police_fir,22,Friday
BAL/1016/2026,2026-03-07 17:02:20,Baldia,Baldia Town,24.909742,66.989779,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,17,Saturday
KOR/1006/2026,2026-03-08 00:14:44,Korangi Creek,DHA Phase 8,24.79693,67.105752,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Sunday
MOM/1018/2026,2026-03-08 05:56:56,Mominabad,Orangi Town,24.932014,66.984225,motorcycle_theft,HIGH,none,yes,karachi_police_fir,5,Sunday
MAL/1014/2026,2026-03-09 09:28:10,Malir,Malir,24.899595,67.186101,robbery,HIGH,blunt_object,yes,karachi_police_fir,9,Monday
KOR/1003/2026,2026-03-10 14:31:10,Korangi,Korangi,24.836685,67.119964,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,14,Tuesday
PAK/1013/2026,2026-03-13 03:54:03,Pak Colony,Pak Colony,24.908778,66.987726,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Friday
KOR/1034/2026,2026-03-13 22:57:38,Korangi,Korangi,24.829319,67.098398,motorcycle_theft,HIGH,none,yes,karachi_police_fir,22,Friday
FER/1009/2026,2026-03-15 23:51:22,Ferozabad,Gulshan-e-Iqbal,24.923554,67.094871,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,23,Sunday
MOM/1047/2026,2026-03-16 18:32:57,Mominabad,Orangi Town,24.944226,66.984714,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,18,Monday
ORA/1035/2026,2026-03-17 21:44:27,Orangi 5,Orangi Town,24.945656,67.00115,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Tuesday
ORA/1013/2026,2026-03-17 22:10:39,Orangi 5,Orangi Town,24.951464,66.993263,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,22,Tuesday
MOM/1043/2026,2026-03-17 22:10:54,Mominabad,Orangi Town,24.943794,66.996016,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,22,Tuesday
KAL/1011/2026,2026-03-19 03:18:51,Kalakot,Lyari,24.84757,66.997471,mugging,MEDIUM,knife,yes,karachi_police_fir,3,Thursday
KAL/1014/2026,2026-03-21 23:59:43,Kalakot,Lyari,24.856862,66.999195,vehicle_hijacking,CRITICAL,firearm,yes,karachi_police_fir,23,Saturday
ORA/1003/2026,2026-03-23 00:56:54,Orangi 5,Orangi Town,24.944413,67.00366,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Monday
PIR/1017/2026,2026-03-28 08:11:05,Pirabad,Orangi Town,24.933915,66.983149,carjacking,HIGH,firearm,yes,karachi_police_fir,8,Saturday
PAK/1027/2026,2026-03-28 12:58:31,Pak Colony,Pak Colony,24.914248,66.995577,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,12,Saturday
KHA/1023/2026,2026-03-28 23:47:57,Kharadar,Saddar,24.856112,67.001792,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Saturday
PAK/1017/2026,2026-03-30 09:16:48,Pak Colony,Pak Colony,24.904903,66.991475,house_burglary,MEDIUM,none,yes,karachi_police_fir,9,Monday
NOR/1007/2026,2026-03-30 10:20:38,North Nazimabad,North Nazimabad,24.941505,67.059827,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,10,Monday
ARA/1026/2026,2026-03-31 21:08:34,Arambagh,Saddar,24.858554,67.009033,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Tuesday
CLI/1008/2026,2026-04-02 01:36:48,Clifton,Clifton,24.811007,67.038256,mobile_snatching,HIGH,none,yes,karachi_police_fir,1,Thursday
PIR/1035/2026,2026-04-02 19:58:14,Pirabad,Orangi Town,24.933331,66.989056,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Thursday
GIZ/1004/2026,2026-04-04 20:31:43,Gizri,DHA Phase 2,24.812279,67.054683,mobile_snatching,HIGH,none,yes,karachi_police_fir,20,Saturday
SOH/1033/2026,2026-04-05 17:56:57,Sohrab Goth,Sohrab Goth,24.947281,67.053777,mobile_snatching,HIGH,none,yes,karachi_police_fir,17,Sunday
NAP/1006/2026,2026-04-06 04:05:49,Napier,Saddar,24.866602,67.003954,motorcycle_theft,HIGH,none,yes,karachi_police_fir,4,Monday
KOR/1026/2026,2026-04-06 22:18:19,Korangi,Korangi,24.822269,67.121867,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,22,Monday
GUL/1023/2026,2026-04-07 09:31:41,Gulshan Iqbal,Gulshan-e-Iqbal,24.941648,67.10841,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,9,Tuesday
